time,open,close,high,low,volume
2019-07-28 20:05:00,9541.2,9520.3,9547.7,9518.2,22.37620326
2019-07-28 20:10:00,9520.3,9498.5,9524.19271425,9470.0,93.52812183
2019-07-28 20:15:00,9496.6,9495.3,9500.0,9484.4,35.93721083
2019-07-28 20:20:00,9495.3,9490.1,9509.9,9487.4,11.45635804
2019-07-28 20:25:00,9490.1,9484.1,9496.4,9481.9,10.58735759
2019-07-28 20:30:00,9484.1,9488.1,9489.9,9480.3605124,5.59902333
2019-07-28 20:35:00,9487.92699732,9499.0,9505.9,9487.92699732,6.74411921
2019-07-28 20:40:00,9499.0,9483.7,9499.0,9479.9,5.34951908
2019-07-28 20:45:00,9484.0,9497.1,9500.0,9484.0,3.01267177
2019-07-28 20:50:00,9497.1,9492.0,9497.1,9492.0,0.305
2019-07-28 20:55:00,9490.9,9509.5,9515.8,9485.7,9.11518999
2019-07-28 21:00:00,9509.5,9506.2,9509.5,9499.98764352,14.98301247
2019-07-28 21:05:00,9506.2,9501.5,9508.0,9498.8,0.62037116
2019-07-28 21:10:00,9501.50771921,9494.8,9501.6,9493.0,3.17960807
2019-07-28 21:15:00,9494.8,9482.0,9494.8,9482.0,7.1661379
2019-07-28 21:20:00,9482.0,9476.2,9490.0,9476.2,3.41392708
2019-07-28 21:25:00,9476.2,9489.4,9489.9,9476.2,2.30883172
2019-07-28 21:30:00,9487.3,9494.8,9496.3,9486.2,0.94042169
2019-07-28 21:35:00,9490.4,9486.0,9491.7,9480.4,0.72315705
2019-07-28 21:40:00,9486.1,9480.0,9494.2,9480.0,3.18267369
2019-07-28 21:45:00,9478.2,9462.0,9484.3,9462.0,54.04185372
2019-07-28 21:50:00,9462.0,9456.7,9471.1,9441.0,48.01585117
2019-07-28 21:55:00,9455.1,9447.5,9464.9,9444.053652,7.60690037
2019-07-28 22:00:00,9446.9,9365.0,9446.9,9336.0,293.70434067
2019-07-28 22:05:00,9365.0,9365.3,9375.0,9341.0,37.91482459
2019-07-28 22:10:00,9365.3,9374.9,9375.0,9349.9,26.73492649
2019-07-28 22:15:00,9374.9,9365.0,9376.2,9341.0,32.56713859
2019-07-28 22:20:00,9363.9,9363.0,9364.8,9360.3,14.2851059
2019-07-28 22:25:00,9363.1,9190.1,9363.1,9190.0,690.79067624
2019-07-28 22:30:00,9190.0,9168.4,9241.0,9110.0,780.66169353
2019-07-28 22:35:00,9163.7,9209.2,9226.2,9156.1,118.76320674
2019-07-28 22:40:00,9209.2,9191.1,9216.4,9101.4,722.08925022
2019-07-28 22:45:00,9191.1,9215.4,9216.7,9180.0,187.08059335
2019-07-28 22:50:00,9215.5,9548.2,9628.0,9200.5,1062.58284681
2019-07-28 22:55:00,9548.3,9508.0,9585.9,9479.2,332.26449208
2019-07-28 23:00:00,9505.3,9481.8,9519.0,9462.82762716,160.51819303
2019-07-28 23:05:00,9483.7,9487.96876288,9491.0,9473.9,48.36234846
2019-07-28 23:10:00,9487.96876288,9496.91690644,9512.2,9479.1,76.95127859
2019-07-28 23:15:00,9497.853134,9504.7,9504.9,9479.0,22.46051583
2019-07-28 23:20:00,9506.50172562,9498.2,9508.4,9485.0,25.31246485
2019-07-28 23:25:00,9499.3,9496.3,9504.5,9487.036922,4.35011063
2019-07-28 23:30:00,9496.3,9540.5,9582.2,9496.3,209.57268256
2019-07-28 23:35:00,9532.5,9550.0,9560.7,9531.1,39.84378173
2019-07-28 23:40:00,9550.0,9538.76804675,9550.4,9526.2,37.35540323
2019-07-28 23:45:00,9538.7,9527.5,9538.76804675,9510.16020252,20.26095308
2019-07-28 23:50:00,9531.15610147,9513.1,9534.1,9513.1,10.04355528
2019-07-28 23:55:00,9513.1,9519.0,9519.0,9506.2,8.09593976
2019-07-29 00:00:00,9519.0,9525.36239627,9533.48727451,9518.5,21.17705526
2019-07-29 00:05:00,9525.3,9508.6,9525.4,9506.3,10.08510883
2019-07-29 00:10:00,9508.82693845,9499.9,9508.9,9483.1,37.65392977
2019-07-29 00:15:00,9500.0,9515.0,9515.0,9496.4,3.7575474
2019-07-29 00:20:00,9515.8,9501.25612619,9518.73165734,9501.25612619,2.22659596
2019-07-29 00:25:00,9501.25612619,9512.3,9513.7,9496.4,50.36925271
2019-07-29 00:30:00,9514.6,9511.7,9521.1,9507.441607,2.90035835
2019-07-29 00:35:00,9511.6,9505.0,9513.7,9505.0,1.25506382
2019-07-29 00:40:00,9506.5,9512.1,9512.8,9505.0,0.44170072
2019-07-29 00:45:00,9512.1,9507.0,9512.1,9507.0,2.14709293
2019-07-29 00:50:00,9508.7,9499.5,9508.9,9491.14603092,20.43491286
2019-07-29 00:55:00,9499.0,9511.0,9512.2,9499.0,0.97087178
2019-07-29 01:00:00,9511.0,9510.09819646,9518.01322493,9508.9,1.38264754
2019-07-29 01:05:00,9503.1,9516.74518583,9516.74518583,9503.1,5.0929063
2019-07-29 01:10:00,9516.7,9518.7,9518.8,9514.1,3.78472869
2019-07-29 01:15:00,9518.7,9529.1,9529.9,9518.7,7.78608967
2019-07-29 01:20:00,9529.2,9544.9,9545.0,9529.167412,37.97036182
2019-07-29 01:25:00,9544.1,9548.7,9626.8,9520.7,304.69767036
2019-07-29 01:30:00,9553.01349045,9580.571856,9588.1,9548.8,108.00205382
2019-07-29 01:35:00,9577.6,9640.98568799,9649.5,9568.2,113.86005592000001
2019-07-29 01:40:00,9643.7,9632.29850991,9647.55675859,9600.1,78.25968874
2019-07-29 01:45:00,9632.3,9665.5,9738.3,9632.29850991,493.94658431
2019-07-29 01:50:00,9667.630616,9678.9,9678.94968054,9651.0,14.76027664
2019-07-29 01:55:00,9679.0,9663.1,9694.9,9661.7,23.42723575
2019-07-29 02:00:00,9663.1,9638.1,9663.6,9632.4135736,22.26785811
2019-07-29 02:05:00,9639.8,9651.5213754,9658.400559,9618.5,13.70620138
2019-07-29 02:10:00,9651.5,9641.0,9651.5,9627.1,9.52963618
2019-07-29 02:15:00,9641.62006,9624.1,9643.0,9623.2,6.13056233
2019-07-29 02:20:00,9624.1,9632.2,9632.3,9620.6,2.0124471
2019-07-29 02:25:00,9634.3,9630.1,9634.3,9630.0,1.73645926
2019-07-29 02:30:00,9630.05019,9611.4,9630.05019,9608.9,36.1427838
2019-07-29 02:35:00,9611.4,9620.9,9630.28728,9604.3,19.99998386
2019-07-29 02:40:00,9620.8,9626.0,9630.2,9620.8,11.80492767
2019-07-29 02:45:00,9626.60034,9611.4,9627.522075,9607.8,32.08378716
2019-07-29 02:50:00,9612.5,9650.2,9650.3,9610.5,47.81073444
2019-07-29 02:55:00,9650.2,9630.4,9650.2,9625.0,103.28530184
2019-07-29 03:00:00,9630.35347152,9647.57611544,9647.6,9630.3,3.4700449
2019-07-29 03:05:00,9647.5,9634.3,9647.57611544,9632.469132,12.66211571
2019-07-29 03:10:00,9637.4,9629.0,9637.4,9628.9,21.65964223
2019-07-29 03:15:00,9628.9,9611.1,9629.0,9611.1,4.8263809
2019-07-29 03:20:00,9613.15412627,9612.7,9625.2,9610.0,4.92240945
2019-07-29 03:25:00,9612.5,9630.0,9646.4,9610.3,42.13705412
2019-07-29 03:30:00,9629.9,9637.2,9637.2,9625.0,0.45299976999999997
2019-07-29 03:35:00,9638.9,9618.0,9638.9,9618.0,8.75231553
2019-07-29 03:40:00,9618.0,9633.1,9637.164867,9618.0,5.96011896
2019-07-29 03:45:00,9627.03678225,9621.2,9631.6,9620.68036661,2.16170278
2019-07-29 03:50:00,9621.34822206,9626.6,9628.91728845,9620.9,6.22838632
2019-07-29 03:55:00,9626.4,9630.4,9631.4,9626.1,10.58699559
2019-07-29 04:00:00,9630.11112694,9638.8,9638.8,9630.0,2.58310798
2019-07-29 04:05:00,9637.8,9645.6,9648.0,9637.8,1.49470097
2019-07-29 04:10:00,9645.8,9649.0,9649.7,9640.9,7.17775301
2019-07-29 04:15:00,9649.09454016,9659.92679754,9660.1,9649.0,10.0800861
2019-07-29 04:20:00,9659.9,9665.0,9665.1,9655.3,4.37857135
2019-07-29 04:25:00,9665.0,9650.0,9665.1,9650.0,8.70921904
2019-07-29 04:30:00,9650.0,9650.0,9653.8,9650.0,0.62193293
2019-07-29 04:35:00,9650.0,9650.0,9650.1,9650.0,0.6589283
2019-07-29 04:40:00,9650.1,9649.9,9650.3,9644.0,3.98029431
2019-07-29 04:45:00,9649.9,9638.6,9650.0,9638.6,4.03887207
2019-07-29 04:50:00,9638.66682244,9645.2,9649.2,9638.66682244,1.29925319
2019-07-29 04:55:00,9645.2,9639.7,9648.0,9637.7,3.99567549
2019-07-29 05:00:00,9640.598812,9648.95300032,9649.0,9639.677853,6.20300593
2019-07-29 05:05:00,9649.0,9614.3,9649.9,9601.0,35.93999327
2019-07-29 05:10:00,9615.0,9612.0,9615.0,9592.0,40.34976244
2019-07-29 05:15:00,9607.8,9599.0,9619.6,9597.0,67.27741425
2019-07-29 05:20:00,9598.95845898,9603.74336095,9627.9,9598.9,7.17346794
2019-07-29 05:25:00,9603.8,9617.5908009,9620.7,9592.0,21.2643872
2019-07-29 05:30:00,9620.6,9603.4,9620.7,9600.4,10.74929576
2019-07-29 05:35:00,9603.4,9599.9973332,9603.4,9596.6,3.5962283299999998
2019-07-29 05:40:00,9599.9973332,9595.10079482,9611.5,9595.1,8.88490421
2019-07-29 05:45:00,9595.1,9603.739575,9603.8,9592.98638053,7.5228138
2019-07-29 05:50:00,9603.739575,9603.0,9603.8,9603.0,4.8137761800000005
2019-07-29 05:55:00,9603.0,9591.6,9603.0,9589.6,24.83935109
2019-07-29 06:00:00,9591.3,9588.0,9595.2,9587.72993427,4.2319598
2019-07-29 06:05:00,9588.06381925,9571.3,9588.06381925,9570.2,16.0362946
2019-07-29 06:10:00,9572.3,9571.3,9576.6,9551.1,28.28704097
2019-07-29 06:15:00,9569.0,9575.3,9579.5,9568.1,9.16025751
2019-07-29 06:20:00,9575.3,9572.3,9578.05429109,9569.59891102,10.39232581
2019-07-29 06:25:00,9572.2,9572.2,9572.3,9572.2,2.19788533
2019-07-29 06:30:00,9572.3,9580.0,9580.0,9571.77748954,17.26710979
2019-07-29 06:35:00,9579.9,9590.6,9591.1,9579.9,4.37224607
2019-07-29 06:40:00,9590.6,9594.2,9594.3,9590.6,3.29987037
2019-07-29 06:45:00,9594.1,9590.9,9594.1969595,9590.83062466,4.63089017
2019-07-29 06:50:00,9590.83062466,9590.1,9590.83062466,9590.0,1.12325604
2019-07-29 06:55:00,9590.0,9580.81316178,9590.0,9580.81316178,2.25444596
2019-07-29 07:00:00,9580.9,9581.7,9582.3,9574.7,19.79594428
2019-07-29 07:05:00,9581.7,9573.9,9581.7,9572.9,1.05461983
2019-07-29 07:10:00,9573.9,9582.2,9582.2,9571.1,5.1355159299999995
2019-07-29 07:15:00,9582.2,9579.9,9582.2,9579.9,1.68291927
2019-07-29 07:20:00,9581.2,9580.8,9581.5,9580.8,2.74528724
2019-07-29 07:25:00,9580.8,9582.13905563,9582.2,9579.2376285,13.08318895
2019-07-29 07:30:00,9582.2,9590.5,9592.1,9582.2,6.37943858
2019-07-29 07:35:00,9590.5,9594.3,9596.6,9590.5,5.93763539
2019-07-29 07:40:00,9591.3,9583.8,9591.3,9583.8,1.97570774
2019-07-29 07:45:00,9583.9,9583.5,9590.9,9583.4,12.02210711
2019-07-29 07:50:00,9583.5,9581.8,9583.5,9581.7,2.29413516
2019-07-29 07:55:00,9581.7,9591.0,9591.0,9581.7,4.35177614
2019-07-29 08:00:00,9590.9,9602.1,9602.1,9590.9,19.37528279
2019-07-29 08:05:00,9602.1,9609.4,9618.9,9602.05867881,16.73226224
2019-07-29 08:10:00,9609.5,9604.2,9609.5,9604.2,2.3327394200000002
2019-07-29 08:15:00,9604.2,9604.1,9604.2,9604.0,2.28292378
2019-07-29 08:20:00,9604.08257893,9602.7,9604.1,9602.6,2.30320296
2019-07-29 08:25:00,9602.5,9592.7,9602.5,9592.7,13.39574622
2019-07-29 08:30:00,9592.7,9589.62440526,9592.7375226,9589.62440526,8.85453863
2019-07-29 08:35:00,9589.7,9591.5,9591.6,9586.8,14.75985961
2019-07-29 08:40:00,9591.5,9591.06279597,9600.0,9591.06279597,18.90216127
2019-07-29 08:45:00,9591.06279597,9589.7,9591.1,9589.6,0.88680726
2019-07-29 08:50:00,9589.7,9551.1,9589.7,9551.1,20.28853638
2019-07-29 08:55:00,9551.13058085,9543.4,9551.13058085,9520.8,79.07521315
2019-07-29 09:00:00,9553.1,9560.8,9560.8,9540.1,17.82904541
2019-07-29 09:05:00,9560.2,9560.3,9561.7,9550.8,2.3606628
2019-07-29 09:10:00,9558.95277395,9550.0,9560.2,9550.0,7.24592925
2019-07-29 09:15:00,9550.0,9531.0,9550.0,9512.9,43.09629914
2019-07-29 09:20:00,9532.2,9532.2,9532.3,9526.2,5.03945649
2019-07-29 09:25:00,9532.1684535,9530.1,9532.1684535,9527.8,1.27423406
2019-07-29 09:30:00,9530.2,9525.0,9530.2,9525.0,4.73517949
2019-07-29 09:35:00,9525.1,9438.6,9525.1,9376.7,343.37754083
2019-07-29 09:40:00,9438.5,9469.6,9486.9,9425.4,79.3531682
2019-07-29 09:45:00,9466.1,9472.6,9480.0,9461.8,34.62725924
2019-07-29 09:50:00,9476.3,9474.3,9476.5,9455.8,8.05590902
2019-07-29 09:55:00,9474.22969178,9469.2,9476.3,9461.916522,25.45796932
2019-07-29 10:00:00,9470.69248693,9450.0,9471.0,9450.0,15.82828213
2019-07-29 10:05:00,9450.0,9465.1,9467.1,9442.1,7.99450118
2019-07-29 10:10:00,9467.0,9492.0,9500.4,9465.0,20.19498053
2019-07-29 10:15:00,9491.0,9498.1,9503.6,9489.2,14.71317508
2019-07-29 10:20:00,9498.7,9491.6,9498.7,9486.0,7.35213766
2019-07-29 10:25:00,9491.6,9488.6,9491.8,9488.6,4.2308520000000005
2019-07-29 10:30:00,9489.7,9501.64178,9508.0,9486.32868678,11.71877244
2019-07-29 10:35:00,9501.1,9485.02335955,9502.3,9485.0,20.5788728
2019-07-29 10:40:00,9485.0,9491.3,9499.5,9476.4,6.28662992
2019-07-29 10:45:00,9490.03058663,9474.8,9491.2,9466.6,9.40858619
2019-07-29 10:50:00,9485.8,9487.7,9487.8,9481.4,4.45449614
2019-07-29 10:55:00,9487.9,9484.6,9488.8,9482.5,0.93144927
2019-07-29 11:00:00,9485.14786,9467.8,9485.9,9467.8,3.18564355
2019-07-29 11:05:00,9467.81501166,9467.9,9467.9,9467.8,4.64237111
2019-07-29 11:10:00,9467.83076437,9485.1,9485.1,9467.2,3.35030112
2019-07-29 11:15:00,9485.1,9494.4,9494.5,9484.7,7.22343601
2019-07-29 11:20:00,9494.5,9499.1,9500.0,9494.5,4.74588653
2019-07-29 11:25:00,9499.0,9475.3,9499.0,9468.3,3.46294754
2019-07-29 11:30:00,9475.3,9481.9,9482.0,9475.2,2.80880432
2019-07-29 11:35:00,9481.9,9471.2,9481.9,9471.18033589,4.1973524
2019-07-29 11:40:00,9471.1,9454.1,9471.2,9449.7,21.87025531
2019-07-29 11:45:00,9453.9,9456.9,9461.8,9451.8,3.59409385
2019-07-29 11:50:00,9457.0,9453.9,9464.0,9436.5,29.81117863
2019-07-29 11:55:00,9454.0,9452.0,9461.77333272,9427.3,21.46911368
2019-07-29 12:00:00,9452.6,9463.8,9463.8,9440.2,6.63116331
2019-07-29 12:05:00,9463.8,9465.4,9478.6,9463.43197039,9.33376871
2019-07-29 12:10:00,9465.4,9482.0,9482.0,9465.3,2.90579143
2019-07-29 12:15:00,9481.9,9480.0,9482.0,9470.3,1.04606564
2019-07-29 12:20:00,9480.0,9471.6,9480.0,9467.0,10.523187590000001
2019-07-29 12:25:00,9470.9,9466.580889,9471.0,9456.4,7.771547
2019-07-29 12:30:00,9464.4,9461.3,9464.8,9452.1,2.85835529
2019-07-29 12:35:00,9461.33952614,9472.6,9475.80957572,9460.9,4.8362871
2019-07-29 12:40:00,9473.6,9476.5,9476.6,9473.6,3.08354878
2019-07-29 12:45:00,9476.58829661,9482.2,9485.1,9476.5,31.15192515
2019-07-29 12:50:00,9482.2,9497.4,9497.4,9482.2,3.9082338400000003
2019-07-29 12:55:00,9497.3,9520.7,9532.7,9497.3,90.20033787
2019-07-29 13:00:00,9518.9,9530.295408,9557.99076042,9502.3,41.62818122
2019-07-29 13:05:00,9530.295408,9521.5,9533.8,9518.2,5.70960386
2019-07-29 13:10:00,9521.6,9499.9,9521.7,9477.4,40.49339214
2019-07-29 13:15:00,9500.0,9507.0,9507.0,9499.9,7.71425944
2019-07-29 13:20:00,9506.9,9511.2,9520.34064111,9506.9,5.69815895
2019-07-29 13:25:00,9511.2,9511.5,9523.2,9511.2,6.80003432
2019-07-29 13:30:00,9511.496865,9516.8,9516.81792336,9511.4,0.29405328000000003
2019-07-29 13:35:00,9516.81792336,9535.0,9535.1,9516.81792336,11.1364218
2019-07-29 13:40:00,9535.0,9533.8,9555.1,9528.3,76.57616509
2019-07-29 13:45:00,9534.2,9551.9,9551.9,9530.7,5.17515855
2019-07-29 13:50:00,9551.8,9561.3,9595.0,9542.6,40.961437000000004
2019-07-29 13:55:00,9561.7,9534.8,9567.4,9534.8,17.97017733
2019-07-29 14:00:00,9532.0,9545.0,9545.0,9531.6,6.83576899
2019-07-29 14:05:00,9544.94476916,9550.4,9566.0,9544.94476916,7.85293106
2019-07-29 14:10:00,9550.3,9561.9,9566.0,9542.1,3.69171895
2019-07-29 14:15:00,9562.0,9540.5,9563.0,9538.0,7.7234022399999995
2019-07-29 14:20:00,9546.9,9542.0,9546.9,9533.0,2.70542519
2019-07-29 14:25:00,9541.4,9508.3393741,9545.25723892,9502.9,29.06005868
2019-07-29 14:30:00,9508.54593302,9509.65890279,9512.1,9500.0,8.71358922
2019-07-29 14:35:00,9509.65890279,9529.8,9530.3,9502.2,17.68643458
2019-07-29 14:40:00,9525.6,9520.5,9528.7,9514.3,3.96307937
2019-07-29 14:45:00,9521.2,9532.2,9537.1,9521.0,7.42022667
2019-07-29 14:50:00,9534.4,9530.0,9534.4,9528.2,0.8435880600000001
2019-07-29 14:55:00,9530.1,9512.0,9530.1,9507.0,20.12245137
2019-07-29 15:00:00,9513.9,9511.3,9515.6,9501.7,10.8662162
2019-07-29 15:05:00,9513.0,9512.1,9513.3,9511.3,8.576936830000001
2019-07-29 15:10:00,9512.1,9530.9,9531.3,9512.1,2.61227038
2019-07-29 15:15:00,9533.6,9552.2,9552.6,9526.7,19.04602466
2019-07-29 15:20:00,9552.2,9537.0,9555.0,9531.8,15.12388092
2019-07-29 15:25:00,9537.1,9542.6,9549.5,9534.0,2.17868054
2019-07-29 15:30:00,9543.8,9555.0,9555.1,9541.1,3.20440307
2019-07-29 15:35:00,9555.5,9550.3,9570.1,9548.0,20.12012266
2019-07-29 15:40:00,9550.4,9526.6,9557.6,9518.2,17.08259378
2019-07-29 15:45:00,9526.609396,9501.54733842,9529.9,9483.2,15.79766874
2019-07-29 15:50:00,9497.24343051,9506.93324508,9509.0,9497.24343051,2.6671788800000003
2019-07-29 15:55:00,9511.49970942,9519.2,9519.2,9511.49970942,2.03379441
2019-07-29 16:00:00,9519.489941,9536.9,9536.9,9391.0,267.42516686
2019-07-29 16:05:00,9536.9,9595.7433891,9655.6,9532.1,291.2114968
2019-07-29 16:10:00,9591.1,9577.918963,9593.7,9570.6,21.20529436
2019-07-29 16:15:00,9576.0,9574.5733,9598.0,9574.5733,11.673082430000001
2019-07-29 16:20:00,9573.3,9566.4,9575.6,9557.65171144,7.16372319
2019-07-29 16:25:00,9570.5,9579.1,9583.9,9568.6,3.4079066
2019-07-29 16:30:00,9579.1,9580.005862,9587.2,9576.2,13.31975596
2019-07-29 16:35:00,9580.005862,9565.4,9580.005862,9565.4,11.67485722
2019-07-29 16:40:00,9567.2,9561.0,9567.2,9543.1,21.16072761
2019-07-29 16:45:00,9560.96788849,9568.4,9570.9,9560.8,1.90607666
2019-07-29 16:50:00,9566.7,9549.9,9566.7,9547.7,7.38245936
2019-07-29 16:55:00,9545.3,9542.8,9551.9,9509.1,41.34219103
2019-07-29 17:00:00,9533.7,9543.0,9543.1,9524.5,5.02882135
2019-07-29 17:05:00,9543.1,9537.09502133,9545.6,9525.6,5.03320158
2019-07-29 17:10:00,9541.1,9553.2,9553.2,9541.1,8.06039025
2019-07-29 17:15:00,9550.4,9541.57058031,9552.1,9541.57058031,3.03380757
2019-07-29 17:20:00,9541.57058031,9531.5,9541.57058031,9516.7,11.31012002
2019-07-29 17:25:00,9533.77224713,9537.7,9539.9,9533.7,2.13618452
2019-07-29 17:30:00,9542.0,9544.0,9544.0,9540.0,0.26006171
2019-07-29 17:35:00,9543.92262785,9545.59880539,9546.6,9543.92262785,1.66376927
2019-07-29 17:40:00,9546.43333478,9544.3,9548.77262812,9543.9,1.53047548
2019-07-29 17:45:00,9544.3,9505.2,9544.3,9413.98474112,223.9290705
2019-07-29 17:50:00,9505.4,9484.2,9525.7,9481.14967622,64.93407916
2019-07-29 17:55:00,9496.6,9481.2,9500.98331874,9474.0,33.14730675
2019-07-29 18:00:00,9481.3,9469.0,9486.4,9446.0,14.18278494
2019-07-29 18:05:00,9469.0,9449.2,9469.0,9445.0,14.88738931
2019-07-29 18:10:00,9448.1,9454.3,9461.6,9441.8,14.71706066
2019-07-29 18:15:00,9454.3,9469.0,9473.2,9451.1,16.08451338
2019-07-29 18:20:00,9466.6,9473.874883,9475.0,9457.9,8.50367761
2019-07-29 18:25:00,9474.7,9476.1,9476.2,9474.7,6.87422342
2019-07-29 18:30:00,9476.191776,9470.0,9482.9,9463.9,10.84662335
2019-07-29 18:35:00,9470.0,9477.5,9479.4,9464.2,8.15875402
2019-07-29 18:40:00,9480.0,9496.7,9497.5,9479.9,5.52808253
2019-07-29 18:45:00,9494.8,9505.1,9516.0,9489.1,16.5624348
2019-07-29 18:50:00,9503.0,9502.6,9515.0,9496.8,6.77565796
2019-07-29 18:55:00,9502.6,9503.6,9504.0,9496.6,2.02715969
2019-07-29 19:00:00,9503.6,9505.1,9505.3,9501.3,3.38331456
2019-07-29 19:05:00,9504.0,9487.5,9511.0,9487.5,2.46924946
2019-07-29 19:10:00,9482.6,9492.5,9492.5,9482.0,9.30951826
2019-07-29 19:15:00,9496.3,9494.5,9496.3,9486.1,4.60077905
2019-07-29 19:20:00,9494.5,9494.1,9497.4,9482.0,17.36641634
2019-07-29 19:25:00,9490.0,9495.6,9495.6,9490.0,1.2849693
2019-07-29 19:30:00,9495.7,9489.1,9496.1,9489.1,3.18048037
2019-07-29 19:35:00,9489.1,9492.9,9493.0,9489.1,3.34875554
2019-07-29 19:40:00,9492.9,9492.9,9493.0,9492.9,1.28108784
2019-07-29 19:45:00,9493.0,9489.7,9493.0,9476.8,6.2982992
2019-07-29 19:50:00,9489.8,9480.3,9489.8,9476.1,13.19685177
2019-07-29 19:55:00,9480.3,9477.08047745,9480.4,9477.08047745,2.95490301
2019-07-29 20:00:00,9477.1,9474.0,9477.1,9462.9,23.60318342
2019-07-29 20:05:00,9473.9,9488.6,9488.6,9473.9,37.60356525
2019-07-29 20:10:00,9488.5,9489.2,9494.6605917,9485.8,5.5727148699999995
2019-07-29 20:15:00,9489.2,9481.0,9489.3,9481.0,1.00986046
2019-07-29 20:20:00,9481.0,9489.3,9489.37407002,9481.0,4.23612463
2019-07-29 20:25:00,9489.3,9484.96466864,9489.4,9483.6,8.40151509
2019-07-29 20:30:00,9484.96466864,9521.5,9521.5,9484.9,18.37015062
2019-07-29 20:35:00,9521.4,9523.6,9525.0,9514.6,8.11399303
2019-07-29 20:40:00,9523.63965203,9520.0,9524.9,9519.9,10.75263441
2019-07-29 20:45:00,9520.07307974,9509.2,9520.5,9509.1,2.59029382
2019-07-29 20:50:00,9509.26020956,9522.6,9530.5,9509.2,16.72227269
