time,open,close,high,low,volume
2019-07-29 20:55:00,9522.6,9519.8,9535.5,9519.7,18.87974031
2019-07-29 21:00:00,9519.7,9519.18143667,9523.0,9519.1,8.53715785
2019-07-29 21:05:00,9519.1,9527.71544243,9527.8,9519.1,2.48989961
2019-07-29 21:10:00,9527.8,9532.8,9534.143268,9527.7,4.14410362
2019-07-29 21:15:00,9533.6,9532.5,9538.0,9525.0,21.184854910000002
2019-07-29 21:20:00,9532.9,9533.3,9535.977906,9526.5,4.20959244
2019-07-29 21:25:00,9535.0,9541.0,9550.0,9535.0,26.8485477
2019-07-29 21:30:00,9541.1,9523.6,9543.7,9520.2,10.23493505
2019-07-29 21:35:00,9521.3,9511.3,9521.3,9507.0,7.42964251
2019-07-29 21:40:00,9511.4,9527.1,9528.6,9509.9,2.70975726
2019-07-29 21:45:00,9527.7,9520.2,9527.7,9515.2,2.81518382
2019-07-29 21:50:00,9521.4,9502.0,9521.4,9497.7,9.41182242
2019-07-29 21:55:00,9502.8,9499.7,9502.8,9499.6,1.9673976100000001
2019-07-29 22:00:00,9499.6,9484.4,9499.6,9481.0,8.00682287
2019-07-29 22:05:00,9490.9,9484.5,9498.3,9482.2,2.6649224
2019-07-29 22:10:00,9483.0,9489.4,9493.6,9483.0,6.0308119
2019-07-29 22:15:00,9489.4,9486.9,9489.4,9482.9,0.9080420100000001
2019-07-29 22:20:00,9486.81625006,9501.9,9502.0,9486.8,5.1022443200000005
2019-07-29 22:25:00,9501.9,9499.9,9501.9,9492.7,3.69822977
2019-07-29 22:30:00,9499.9,9511.4,9512.8,9490.1,6.16888993
2019-07-29 22:35:00,9511.33546669,9507.6,9511.33546669,9500.0,14.71264011
2019-07-29 22:40:00,9507.54546826,9505.6,9511.7,9505.6,0.4048832
2019-07-29 22:45:00,9505.8,9517.2,9517.6,9505.6,9.03841227
2019-07-29 22:50:00,9515.7,9527.6,9529.7,9515.6,1.94421506
2019-07-29 22:55:00,9527.6,9516.3,9527.7,9512.2,4.14509288
2019-07-29 23:00:00,9516.1,9516.1,9516.11823677,9516.00676896,0.36351251
2019-07-29 23:05:00,9516.1,9517.5,9520.6,9516.1,7.97630069
2019-07-29 23:10:00,9516.2,9516.29981833,9516.29981833,9516.2,0.12469857000000001
2019-07-29 23:15:00,9516.29981833,9526.7,9530.7,9516.29981833,2.42488964
2019-07-29 23:20:00,9526.7,9526.7,9526.8,9526.7,4.48197362
2019-07-29 23:25:00,9526.7,9526.7,9526.8,9526.7,0.77916713
2019-07-29 23:30:00,9526.7,9516.51328908,9526.8,9516.2,17.21070306
2019-07-29 23:35:00,9516.4018558,9518.4,9520.2,9516.4,1.72274887
2019-07-29 23:40:00,9518.5,9498.4,9518.5,9491.0,4.99581315
2019-07-29 23:45:00,9491.3,9474.7,9499.1,9433.60693099,117.24362011
2019-07-29 23:50:00,9478.6,9510.1,9519.0,9477.97056,42.41546666
2019-07-29 23:55:00,9510.14770164,9507.0,9511.1,9499.6,3.22415382
2019-07-30 00:00:00,9503.0,9527.3,9532.3,9501.8,20.37940432
2019-07-30 00:05:00,9527.0,9524.3,9528.8,9521.0,6.2639354
2019-07-30 00:10:00,9524.4,9513.94109351,9527.3,9513.3,7.02968842
2019-07-30 00:15:00,9514.0,9514.0,9514.0,9513.9,0.54953012
2019-07-30 00:20:00,9513.9,9514.4,9514.9,9513.9,2.93194739
2019-07-30 00:25:00,9514.4,9508.6,9514.4,9505.227104,13.133132
2019-07-30 00:30:00,9508.3,9505.6,9508.3,9502.1,2.68563882
2019-07-30 00:35:00,9502.4,9505.3,9505.3,9502.1,2.6797593699999998
2019-07-30 00:40:00,9505.3,9514.8,9514.9,9505.3,1.97258102
2019-07-30 00:45:00,9514.94280701,9521.5,9524.8,9514.94280701,3.87595261
2019-07-30 00:50:00,9521.63948199,9527.1,9531.7,9521.63944968,5.73330145
2019-07-30 00:55:00,9523.7,9523.5,9523.7,9523.5,0.73229172
2019-07-30 01:00:00,9523.6,9520.2,9523.6,9520.0,2.53169618
2019-07-30 01:05:00,9520.2,9520.2,9520.3,9520.2,4.23952804
2019-07-30 01:10:00,9520.1,9498.0,9520.1,9497.9,24.64944534
2019-07-30 01:15:00,9497.9,9515.6,9517.9,9490.9,4.16745338
2019-07-30 01:20:00,9515.7,9490.0,9515.9,9489.9,8.60126542
2019-07-30 01:25:00,9490.2,9482.1,9495.90855496,9482.1,9.34521968
2019-07-30 01:30:00,9482.0,9487.8,9495.1,9481.97321512,7.5419211200000005
2019-07-30 01:35:00,9485.2,9491.5,9498.0,9484.8,4.03202466
2019-07-30 01:40:00,9492.0,9491.62929315,9497.2,9489.95848659,1.77416597
2019-07-30 01:45:00,9496.9,9500.5,9502.99077776,9496.9,3.1005443599999998
2019-07-30 01:50:00,9500.40375352,9493.60954608,9500.40375352,9491.4,2.2090365
2019-07-30 01:55:00,9489.9,9462.7,9489.9,9460.0,9.22516954
2019-07-30 02:00:00,9462.7,9444.00513895,9463.49614527,9436.54286795,30.09295157
2019-07-30 02:05:00,9444.8,9452.2,9464.3,9444.3,7.51670624
2019-07-30 02:10:00,9451.7,9451.3,9456.8,9446.7,3.0379831900000003
2019-07-30 02:15:00,9459.2,9470.6,9472.2,9459.2,8.77038257
2019-07-30 02:20:00,9471.18458307,9461.9,9476.5,9460.0,5.66559447
2019-07-30 02:25:00,9461.2,9460.0,9464.8,9460.0,0.8949210400000001
2019-07-30 02:30:00,9460.1,9446.7,9460.1,9446.7,7.18508866
2019-07-30 02:35:00,9446.7,9453.3,9457.1,9446.7,0.34258095
2019-07-30 02:40:00,9450.0,9439.8,9451.6,9421.0,62.45046598
2019-07-30 02:45:00,9440.8,9422.4,9450.0,9422.3,4.50642322
2019-07-30 02:50:00,9421.53564963,9401.59129332,9441.3,9380.0,111.82926963
2019-07-30 02:55:00,9401.5,9401.2,9427.6,9382.9,44.81309455
2019-07-30 03:00:00,9412.344099,9397.0,9415.2,9386.2,21.76936738
2019-07-30 03:05:00,9397.0,9398.5,9403.5,9391.5,5.95407091
2019-07-30 03:10:00,9400.2,9436.4,9446.9,9400.2,55.8308081
2019-07-30 03:15:00,9436.5,9413.6,9436.9,9413.51956174,5.59612728
2019-07-30 03:20:00,9413.6,9417.1,9433.5,9413.0,6.1268956
2019-07-30 03:25:00,9416.4,9419.4,9431.3,9408.4,1.4036922
2019-07-30 03:30:00,9418.4,9424.7,9425.7,9413.2,4.80511559
2019-07-30 03:35:00,9426.0,9427.7,9430.13783845,9425.9,1.7916017
2019-07-30 03:40:00,9427.7,9437.2945199,9437.3,9427.7,20.25741657
